_X (878049, 23)
_X_test (884262, 23)
_y (878049, 39)
[0, 175609, 351219, 526829, 702439, 878049]
n-folds Cross Validation
X_train: (702440, 23)
y_train: (702440, 39)
X_valid: (175609, 23)
y_valid: (175609, 39)
total 878049
*****************************
Start Learning
Learning Curve	0 	0 	0.0 	4.50088
Learning Curve	0 	100 	0.0182221969136 	2.66744
Learning Curve	0 	200 	0.0364443938272 	2.6339
Learning Curve	0 	300 	0.0546665907408 	2.62323
Learning Curve	0 	400 	0.0728887876545 	2.81293
Learning Curve	0 	500 	0.0911109845681 	2.70572
Learning Curve	0 	600 	0.109333181482 	2.47483
Learning Curve	0 	700 	0.127555378395 	2.77719
Learning Curve	0 	800 	0.145777575309 	2.84364
Learning Curve	0 	900 	0.163999772223 	2.65817
Learning Curve	0 	1000 	0.182221969136 	2.82123
Learning Curve	0 	1100 	0.20044416605 	2.66669
Learning Curve	0 	1200 	0.218666362963 	2.70977
Learning Curve	0 	1300 	0.236888559877 	2.66601
Learning Curve	0 	1400 	0.255110756791 	2.65866
Learning Curve	0 	1500 	0.273332953704 	2.71301
Learning Curve	0 	1600 	0.291555150618 	2.66368
Learning Curve	0 	1700 	0.309777347531 	2.56984
Learning Curve	0 	1800 	0.327999544445 	2.59205
Learning Curve	0 	1900 	0.346221741359 	2.66583
Learning Curve	0 	2000 	0.364443938272 	2.3852
Learning Curve	0 	2100 	0.382666135186 	2.73921
Learning Curve	0 	2200 	0.4008883321 	2.64049
Learning Curve	0 	2300 	0.419110529013 	2.66282
Learning Curve	0 	2400 	0.437332725927 	2.70495
Learning Curve	0 	2500 	0.45555492284 	2.68101
Learning Curve	0 	2600 	0.473777119754 	2.61121
Learning Curve	0 	2700 	0.491999316668 	2.66517
Learning Curve	0 	2800 	0.510221513581 	2.74141
Learning Curve	0 	2900 	0.528443710495 	2.4235
Learning Curve	0 	3000 	0.546665907408 	2.66777
Learning Curve	0 	3100 	0.564888104322 	2.6617
Learning Curve	0 	3200 	0.583110301236 	2.66296
Learning Curve	0 	3300 	0.601332498149 	2.79411
Learning Curve	0 	3400 	0.619554695063 	2.72579
Learning Curve	0 	3500 	0.637776891977 	2.67852
Learning Curve	0 	3600 	0.65599908889 	2.74204
Learning Curve	0 	3700 	0.674221285804 	2.63344
Learning Curve	0 	3800 	0.692443482717 	2.77206
Learning Curve	0 	3900 	0.710665679631 	2.59775
Learning Curve	0 	4000 	0.728887876545 	2.5501
Learning Curve	0 	4100 	0.747110073458 	2.60138
Learning Curve	0 	4200 	0.765332270372 	2.74778
Learning Curve	0 	4300 	0.783554467285 	2.66001
Learning Curve	0 	4400 	0.801776664199 	2.64168
Learning Curve	0 	4500 	0.819998861113 	2.56085
Learning Curve	0 	4600 	0.838221058026 	2.62059
Learning Curve	0 	4700 	0.85644325494 	2.60595
Learning Curve	0 	4800 	0.874665451854 	2.67496
Learning Curve	0 	4900 	0.892887648767 	2.72344
Learning Curve	0 	5000 	0.911109845681 	2.66493
Learning Curve	0 	5100 	0.929332042594 	2.60577
Learning Curve	0 	5200 	0.947554239508 	2.48166
Learning Curve	0 	5300 	0.965776436422 	2.52224
Learning Curve	0 	5400 	0.983998633335 	2.51327
Learning Curve	0 	5500 	1.00222083025 	2.69232
Learning Curve	0 	5600 	1.02044302716 	2.61632
Learning Curve	0 	5700 	1.03866522408 	2.66495
Learning Curve	0 	5800 	1.05688742099 	2.64101
Learning Curve	0 	5900 	1.0751096179 	2.54443
Learning Curve	0 	6000 	1.09333181482 	2.69952
Learning Curve	0 	6100 	1.11155401173 	2.7249
Learning Curve	0 	6200 	1.12977620864 	2.61827
Learning Curve	0 	6300 	1.14799840556 	2.65812
Learning Curve	0 	6400 	1.16622060247 	2.66064
Learning Curve	0 	6500 	1.18444279939 	2.69306
Learning Curve	0 	6600 	1.2026649963 	2.61247
Learning Curve	0 	6700 	1.22088719321 	2.5825
Learning Curve	0 	6800 	1.23910939013 	2.45489
Learning Curve	0 	6900 	1.25733158704 	2.82281
Learning Curve	0 	7000 	1.27555378395 	2.58245
Learning Curve	0 	7100 	1.29377598087 	2.57218
